Company Symbol,Market Cap,Authorized Shares,Outstanding Shares,Par Value,SEC Filings,Address,Website,Phone,Email,Audited Financials,Latest Report,Fiscal Year End,Company Officers,BOARD OF DIRECTORS,Employees
RENO,3520.0,50000000,35199478.0,0.0001,01/27/2023,"80 Red Schoolhouse Road Suite 101 Chestnut Ridge, NY 10977",www.renovareenv.com,845-262-1081,info@renovareenv.com,Audited,10/03/2022 8K Report,12/31,"Brian C. Essman (CFO, Company Secretary, Treasurer), Joe Matos (Controller)","Nicholaus Rohleder, Douglas VanOordt",45 as of 12/31/2021
RENU,44372.0,500000000,443718238.0,,,"1044 North US Highway One Suite 201 Jupiter, FL 33477",www.renuen.com,888-311-9961,Info@RenuEn.com,Unaudited,09/30/2014 Quarterly Report,12/31,"J Charles Nemes (CEO), David Burrows (President), Anthony Pascucci (CFO), Dongjoon A. Kim (Chief Legal Counsel)","J Charles Nemes, David Burrows, Anthony Pascucci",14 as of 12/23/2013
RENZY,,,534000000.0,,,,,,,,,,,,
REONS,,,,,,,,,,Audited,,12/31,,,
REOP,10251307.0,1000000,445709.0,0.1,,"11850 93rd Ave. N. Maple Grove, MN 55369-3633",www.reoplastics.com,+1 763-425-4171,info@reoplastics.com,Audited,01/31/2024 Quarterly Report,4/30,"Carolyn P. Sample (President, CEO), Daniel J. Dammen (EVP, CFO), James L. Swenson (Senior VP), Paul Levenson (VP, Eng.), Judy Silva (VP, Human Res.), John Adamski (Vice President), Jeffrey Wittnebel (Vice President), Scott Seibert (Vice President), Accounts Payable (Accountant)","Ernest A. Lindstrom, Daniel J. Dammen, Ron Draper, Carolyn P. Sample, James L. Swenson",166 as of 05/15/2024
REOS,1316324.0,200000000,88343919.0,0.0001,12/31/2023,"87 N. Raymond Ave - Suite 200 Pasadena, CA 91103",www.reostarenergycorp.com,+1 310-999-3506,info@reostarenergycorp.com,Audited,12/31/2021 Quarterly Report,12/31,"Peter H. Koch (CEO, President)",Peter H. Koch,4 as of 10/07/2021
REOVF,,,,,,,,,,,,,,,
REPCF,2652064.0,Unlimited,65001560.0,,03/18/2024,"Suite 900 - 570 Granville Street Vancouver, BC V6C 3P1 Canada",www.replicel.com,604-248-8693,info@replicel.com,Audited,12/31/2022,12/31,"David Hall (Chairman of the Supervisory Board), Robert Lee Buckler (CEO, President, Corporate Secretary), Simon Ma (CFO), Rolf Hoffman (Chief Med. Officer), Kevin McElwee (Chief Scientific Officer), Lori McLellan (Other)","Gary Boddington, Robert Lee Buckler, David Hall, Peter Lewis, Peter Lowry, Andrew Schutte",1 as of 06/01/2021
REPO,5332074.0,195000000,152562914.0,0.001,,"50 West Liberty Street Suite 880 Reno, NV 89501",www.GreetEat.com,+1 236-471-6618,investors@GreetEat.com,Unaudited,03/31/2024 Quarterly Report,12/31,"Vishal Patel (CEO, Executive Director), Kenny Koichi Shimokura (COO), Victor Sima (CTO), Stephen J Laskero (Counsel)","Kenny Koichi Shimokura, Victor Sima",8 as of 07/10/2023
REPYF,20182857637.0,1277396053,1277396053.0,1.0,,"Mendez Alvaro, 44 Madrid 28045 Spain",www.repsol.energy/en/index.cshtml,+34 917 53 62 52,investor.relations@repsol.com,Audited,12/31/2023 Annual Report,12/31,"Antonio Lorenzo Sierra (CFO), Ramon Alvarez-Pedrosa (Director, Inv. Rel.), Maria Gimenez Diaz (Investor Commun.), Jacobo Jesus Mariani Poza (IR)",,"25,113 as of 12/31/2023"
REPYY,20080665953.0,,1277396053.0,,,"Mendez Alvaro, 44 Madrid 28045 Spain",www.repsol.energy/en/index.cshtml,+34 917 53 62 52,investor.relations@repsol.com,Audited,12/31/2023 Annual Report,12/31,"Antonio Lorenzo Sierra (CFO), Ramon Alvarez-Pedrosa (Director, Inv. Rel.), Maria Gimenez Diaz (Investor Commun.), Jacobo Jesus Mariani Poza (IR)",,"25,113 as of 12/31/2023"
RERHS,,,,,06/02/2024,"250 Lafayette Street 2nd Floor New York, NY 10012",rallyrd.com,+1 347-952-8058,,,,12/31,,,
RESCU,39541460.0,100000000,98853649.0,,,"8400 Nomandale Lake Blvd. Minneapolis, MN 55437",www.rescapliquidatingtrust.com,215-734-4400,,,,,,,
RESSS,,,,,06/02/2024,"250 Lafayette Street 2nd Floor New York, NY 10012",rallyrd.com,+1 347-952-8058,,,,12/31,,,
RETDF,,,,,,,,,,,,,,,
RETTF,,,,,,,,,,,,,,,
REVNF,4018364180.0,,195941300.0,,,,,,,,,3/31,,,
REVVF,21180135.0,Unlimited,63036116.0,,,"2200 - 700 West Georgia Vancouver, BC V7Y 1K8 Canada",www.revolve-renewablepower.com,+1 778 885 5550,IR@revolve-renewablepower.com,Audited,03/31/2024 Quarterly Report,6/30,"Stephen Brendan Dalton (CEO), Omar Bojorquez Vazquez (President), Tania Ontiveros (CFO), Janet Therese Bates (Controller)","Jonathan Clare, Stephen Brendan Dalton, Craig Lindsay, John Philip Maguire, Roger Peter Norwich, Joseph Bernard O'Farrell, Susan Shaw, Omar Bojorquez Vazquez",20 as of 05/15/2024
REVXF,,,,,,,,,,,,,,,
REXHF,,,,,,,,,,Audited,,,,,
REXOF,,,,,,,,,,,,,,,
REYGF,1344624.0,Unlimited,67231221.0,,,"325 Howe Street Vancouver, BC V6C 1Z7 Canada",reynagold.com,+1 604-687-3520,info@reynagold.com,Audited,03/31/2024 Interim Financial Report,12/31,"Michael Wood (CEO), Winnie Wong (CFO), Sandrine Lam (Administrator)","Jorge Ramiro Monroy, Alexander Langer, Castulo Molina, Steve Robertson",2 as of 03/02/2022
REZNF,168072.0,Unlimited,280120290.0,,,"1 Adelaide Street East, Suite 801 Toronto, ON MSC 2V9 Canada",thehashcorporation.com,+1 833-420-7396,,,,12/31,"Christopher Savoie (CEO), Tyler Metford (COO), Donal Carroll (CFO, Secretary), Allison Kaufman (Other), Monika Zalewska (Other)","Donal Carroll, Tabitha Suzanne Fritz, Thomas Franklin Keevil, Binyomin Yehuda Posen, Christopher Savoie",
REZZF,1857454.0,Unlimited,78539280.0,,,"1100 - 1199 West Hastings Street Vancouver, BC V6E 3T5 Canada",www.gbml.ca,+1 604-649-2350,mm@gbml.ca,Audited,01/31/2024 Quarterly Report,4/30,"Michael Darren Murphy (CEO), Rebecca Sharon Moriarty (CFO), Harry Nijjar (Accountant)","Cameron Charles Bell, Alan Forrester Matthews, Michael Darren Murphy, Jean-Philippe Paiement, Craig Anthony Roberts",1 as of 03/18/2024
RFBC,52320.0,900000000,523198241.0,0.001,07/31/2010,"2910 South Sheridan Way Oakville, ON L6J 7J8 Canada",www.romanafoodbrands.com,(905) 829-3514,john.pedder@insight-holdings.com,Unaudited,01/31/2018 Quarterly Report,10/31,John Pedder (President),,1 as of 02/25/2019
RFBWS,,,,,06/02/2024,"250 Lafayette Street 2nd Floor New York, NY 10012",rallyrd.com,+1 347-952-8058,,,,12/31,,,
RFCS,2467.0,,24669105.0,0.0001,,"10300 North Central Expressway Suite 104 Dallas, TX 75231",www.refocus-group.com,214-368-0200,info@refocus-group.com,,,12/31,"Douglas A. Williamson (President, CEO), Mark A. Cox (COO, CFO, Secretary)",,4 as of 03/31/2004
RFFDU,,,,,,,,,,,,,,,
RFGPF,,,,,,"1 Olympic Circuit Southport, QL 4215 Australia",www.rfg.com.au,+61 (07) 5591 3242,rfga@rfg.com.au,,,6/30,,,
RFHRF,4742811.0,Unlimited,348736118.0,,,"Unit 1B 955 Brock Road Pickering, ON L1X 2X9 Canada",renforthresources.com,+1 416-818-1393,nicole@renforthresources.com,Audited,03/31/2024 Quarterly Report,12/31,"Nicole Brewster (CEO, President), Kyle Appleby (CFO)","Wally Rudensky, Nicole Brewster, Aline Leclerc Dubuisson, Kellie Leitch, Warren Smulowitz, John Webster, Judith Wood",2 as of 08/19/2021
RFHTS,,,,,06/02/2024,"250 Lafayette Street 2nd Floor New York, NY 10012",rallyrd.com,+1 347-952-8058,,,,12/31,,,
RFII,31146.0,3900000000,155730694.0,,,612 Pueblo Nuevo Chincha Alta Peru,www.rainforestinternational.com,833-477-7333,gneziol@mac.com,Unaudited,03/31/2019 Quarterly Report,12/31,Gerald Neziol (President),Gerald Neziol,
RFLFF,52388954.0,,1378656672.0,,,51 Merchant Road Singapore 058283 Singapore,raffles.education,+65 6338 5288,enquiries@raffles-university-system.com,Audited,,6/30,Chew Hua Seng (CEO),Chew Hua Seng,
RFLFY,44096334.0,,1378656672.0,,,51 Merchant Road Singapore 058283 Singapore,raffles.education,+65 6338 5288,enquiries@raffles-university-system.com,Audited,,6/30,Chew Hua Seng (CEO),Chew Hua Seng,
RFLOS,,,,,06/02/2024,"250 Lafayette Street 2nd Floor New York, NY 10012",rallyrd.com,+1 347-952-8058,,,,12/31,,,
RFLXF,3889596.0,Unlimited,61061169.0,,,"915 - 700 West Pender Street Vancouver, BC V6C 1G8 Canada",www.reflexmaterials.com,+1 4167686101,info@reflexmaterials.com,Audited,01/31/2024 Annual Report,1/31,"Paul A. Gorman (CEO), Tasheel Jeerh (CFO), Janet Elizabeth Francis (Administrator)","Dave Jason Bowen, Paul A. Gorman, Michael Elliot Meyers, Alex Pleson",8 as of 09/29/2023
RFMCF,7112285.0,,32328568.0,,,"1930 - 1177 West Hastings Street Vancouver, BC V6E 2K3 Canada",refinedmetalscorp.com,+1 604-398-3378,info@refinedmetalscorp.com,Audited,06/30/2022 Annual Report,6/30,"Aman Singh Parmar (CEO), Josh James Rosenberg (President), Eli Seamus Sweet Dusenbury (CFO, Corporate Secretary), Janet Elizabeth Francis (Administrator), Ranbir Kalan (IR)","Aman Singh Parmar, Mike Singh Mike Aujla, Josh James Rosenberg",0 as of 03/03/2023
RFMPF,,,,,,,,,,,,12/31,,,
RFNDF,467766274.0,,338961068.0,,,"Level 2, 2 King Street Deakin Australian Capital T 2600 Australia",www.ruralfunds.com.au,+61 (02) 6203 9700,investorservices@ruralfunds.com.au,Audited,,6/30,,,
RFNS,12510.0,200000000,125099002.0,0.001,,"C/O 330 Clematis Street (217) West Palm Beach, FL 33401",reliantfsc@gmail.com,800-341-3684,,,,,"Michael Anthony (President, CEO)",Michael Anthony,1 as of 04/18/2013
RFNTS,,,,,06/02/2024,"250 Lafayette Street 2nd Floor New York, NY 10012",rallyrd.com,+1 347-952-8058,,,,12/31,,,
RFXRF,53600.0,100000000,53600000.0,,,"8148 Carr Cr. Arvada, CO 80005",www.foxgold.ca,403-775-9089,info@foxgold.ca,,,11/30,"Michael Meyers (President, Acting CEO), Chris Looseley (CFO)","Steven Schurman, Shane Meyers",12 as of 10/01/2010
RGBD,24872778.0,750000000,1198977.0,1e-05,,"6060 Parkland Boulevard Cleveland, OH 44124",www.regionalbrandsinc.com,+1 216-825-4000,info@regionalbrands.com,Audited,12/31/2023 Annual Report,12/31,Brian Hopkins (CEO),"Fred DiSanto, Carl Grassi, Brian Hopkins, Sanjay Singh",75 as of 01/31/2024
RGBP,2973693.0,5800000000,4373078.0,,,"4700 Spring Street St 304 La Mesa, CA 91942",www.regenbiopharmainc.com,(619) 722 5505,david.koos@regenbiopharma.com,Audited,03/31/2024,9/30,"David A. Koos (CEO, President, Secretary, Treasurer)",,4 as of 05/23/2016
RGBPP,644429.0,739000000,429619.0,,,"4700 Spring Street St 304 La Mesa, CA 91942",www.regenbiopharmainc.com,(619) 722 5505,david.koos@regenbiopharma.com,Audited,03/31/2024,9/30,"David A. Koos (CEO, President, Secretary, Treasurer)",,4 as of 05/23/2016
RGBYS,,,,,,,,,,Audited,,12/31,,,
RGCCF,14863356.0,Unlimited,63791226.0,,,"1700, 1055 West Hastings St. Vancouver, BC V6E 2E9 Canada",relevantgoldcorp.com,+1 763-760-4886,info@relevantgoldcorp.com,Audited,03/31/2024 Interim Financial Report,12/31,"Rob Bergmann (CEO), Mahesh Nalinda Liyanage (CFO), Alan Hutchinson (Corporate Secretary), Victoria Bantz (Advisor), Brian Lentz (Other)","Rob Bergmann, Brian Lentz, Peter K.M. Megaw, Ronald L Parratt, Sarah Kathleen Weber",0 as of 09/01/2023
RGDEF,11685.0,,29211584.0,,,"14555 N 82nd Street Scottsdale, AZ 85260",www.rdxh2o.com,+1 602-357-8020,,,12/31/2014 Quarterly Report,3/31,"Dennis Meyer Danzik (CEO), Candie Blazar (CFO)","Tony Ker, Dennis Meyer Danzik",30 as of 08/31/2011
RGDFF,627720503.0,Unlimited,1259092374.0,,,"1111 St-Charles St. West Suite 101 Longueuil, QC J4K 5G4 Canada",www.reuniongold.com,+1 450-677-2585,info@reuniongold.com,Audited,03/31/2024 Interim Financial Report,12/31,"Rick Howes (CEO, President), Keith Boyle (COO), Alain Krushnisky (CFO), Justin van der Toorn (VP, Exploration), Carole Plante (General Counsel, Secretary), Caroline Dufour (Administrator)","David A. Fennell, Elaine Bennett, Pierre Chenard, Richard A. Cohen, Adrian Fleming, Rejean Gourde, Rick Howes, Vijay Kirpalani, Frederick Stanford",82 as of 09/22/2023
RGDXQ,3880.0,70000000,38795396.0,,,"1640 Marengo St. 7th Floor Los Angeles, CA 90033",www.responsegenetics.com,(323) 224-3900,ir@responsegenetics.com,Audited,03/31/2015,12/31,"Thomas Bolonga (CEO), Kevin R. Harris (CFO, Principal Fin. Officer)","Thomas Bolonga, Richard van den Broek, Kirk K. Calhoun, Sam Chawla, Kevin R. Harris, David Schreiber, Michael Serruya, David M Wurzer",55 as of 08/01/2015
RGEDF,464166688.0,,18637490.0,,,Richter Gedeon Nyrt Budapest 10 H-1475 Hungary,www.richter.hu,+36 1-431-4000,,,,,Erik Bogsch (CEO),,
RGFSS,,,,,06/02/2024,"250 Lafayette Street 2nd Floor New York, NY 10012",rallyrd.com,+1 347-952-8058,,,,12/31,,,
RGGI,2924889.0,4000000000,487481563.0,0.001,07/12/2016,"9611 Grant Rd #1532 Houston, TX 77070",www.resgreengroup.com,8186066035,nojukes@yahoo.com,Unaudited,09/30/2023 Quarterly Report,12/31,"Parashar Patel (President, Treasurer, Secretary), Stacey Ann Foxworthy (VP, Ops.)",Parashar Patel,11 as of 07/14/2022
RGGLF,,,,,,,www.regionalreit.com,+44 371 664 0300,media@regionalreit.com,,,12/31,,,
RGIN,16577.0,200000000,165769968.0,0.001,06/12/2023,"10 High Court Little Falls, NJ 07424",www.regenicin.com,973-557-8914,pr@regenicin.com,Unaudited,03/31/2023,9/30,"Randall McCoy (CEO), John J. Weber (Interim CFO)","Randall McCoy, Craig Eagle, John J. Weber",8 as of 03/04/2011
RGKJY,,,28000000.0,,,Torvet 1 Ringkobing 6950 Denmark,www.landbobanken.dk/en,+45 9732 1166,post@landbobanken.dk,,,12/31,,,
RGLG,31122000.0,5000000000,303333333.0,0.001,06/19/2024,"150 East Palmetto Park, Rd Suite 800 Boca Raton, FL 33432",www.entrexcarbonmarket.com,+1 954 856-6659,Swatkins@EntrexCarbonMarket.com,Unaudited,11/30/2022 Quarterly Report,2/28,"Stephen Howard Watkins (CEO, President, Secretary), Tom Harblin (CBO)","Stephen Howard Watkins, Dr. Issa El-Chiekh Mohamad, Nickolas Salomon Tabraue",5 as of 01/20/2024
RGLSF,185741639.0,Unlimited,124658818.0,,,"200 Burrard Street Suite 1570 Vancouver, BC V6C 3L6 Canada",www.regulusresources.com,6046856800,info@regulusresources.com,Audited,03/31/2024 Quarterly Report,9/30,"John Ernest Black (CEO), Fernando Alonso Miguel Pickmann (President, COO), Mark Wayne (CFO), Megan McCormick Cameron-Jones (Corporate Secretary), Adam Roy Greening (SVP, Corp. Dev.), Kevin Bruce Heather (Chief Geologist)","John Ernest Black, Adam Burley, John Michael Leask, Michael Shawn McClelland, Fernando Alonso Miguel Pickmann, Anna Maria Tudela, Mark Wayne",53 as of 02/12/2024
RGLXF,5242686267.0,,154742806.0,,,"43, boulevard Pierre Frieden Luxembourg L-1543 Luxembourg",www.rtlgroup.com,+352 2486-5074,andrew.buckhurst@rtlgroup.com,Audited,,12/31,"B. Chauvat (CEO), Andrew Buckhurst (SVP, Inv. Rel.)",,
RGLXY,4982718353.0,,154742806.0,,,"43, boulevard Pierre Frieden Luxembourg L-1543 Luxembourg",www.rtlgroup.com,+352 2486-5074,andrew.buckhurst@rtlgroup.com,Audited,,12/31,"B. Chauvat (CEO), Andrew Buckhurst (SVP, Inv. Rel.)",,
RGMP,2295.0,80000000,22950000.0,,05/23/2023,"600 Third Avenue 19th Floor New York, NY 10016",www.regnumcorp.com,(877) 313-2232,info@regnumcorp.com,Audited,05/23/2023 8K Report,12/31,"Anne Kirby (President, Secretary), Robert Stubblefield (CFO, Treasurer)",,
RGNLF,,,,,,Avenue Pedro Ramirez Vazquez #200-12 Parque Corporativo San Pedro Garza Garc 66278 Mexico,www.regional.mx,+52 81 8399 5000,investor.relations@banregio.com,,,12/31,,,
RGNLY,,,,,,Avenue Pedro Ramirez Vazquez #200-12 Parque Corporativo San Pedro Garza Garc 66278 Mexico,www.regional.mx,+52 81 8399 5000,investor.relations@banregio.com,,,12/31,,,
RGNNF,55074664.0,,100135752.0,,,,www.renergen.co.za,,,Audited,,2/28,,,
RGNTF,83112674.0,,100135752.0,,,,www.renergen.co.za,,,Audited,,2/28,,,
RGPCF,1638500000.0,,1450000000.0,,,,www.ratch.co.th/en,,,Audited,,12/31,,,
RGPKS,,,,,06/02/2024,"250 Lafayette Street 2nd Floor New York, NY 10012",rallyrd.com,+1 347-952-8058,,,,12/31,,,
RGPMF,48096000.0,,320640000.0,,,16 Old Queen Street London SW1H 9HP United Kingdom,www.regalpetroleum.co.uk,+44 (0)20 7408 9500,info@regalpetroleum.co.uk,Audited,,12/31,"David Greer (CEO), Robert Wilde (Finance Director)",Keith Henry,
RGPX,,675000000,277995910.0,0.001,03/31/2024,"5348 Vegas Drive #177 Las Vegas, NV 89108",regenerexpharmainc.com,(877) 761-7479,info@regenerexpharmainc.com,Audited,03/31/2024,3/31,"Greg Pilant (CEO, Executive Director), Deborah Louise Pilant (CFO, Company Secretary, Treasurer, Executive Director), Troy Thuet (VP, Manufacturing), Lee Eric Ori (Director, R&D, Executive Director)",Greg Pilant,11 as of 11/02/2023
RGRNF,908739905.0,,754141000.0,,,"Level 2, 516 Hay Street Subiaco, WA 6008 Australia",www.regisresources.com.au,+61 8 9442 2200,enquiries@regisresources.com,Audited,,6/30,J.H. Barry (Secretary),,
RGRSY,,,,,,,,,,,,,,,
RGRX,,,,,,"15245 Shady Grove Road Suite 470 Rockville, MD 20850",www.regenerx.com,+1 (301) 208-9191,info@regenerx.com,Audited,03/31/2023,12/31,"J.J. Finkelstein (President, CEO), Dane Saglio (CFO), Lori Herman (Administrator)","Allan L. Goldstein, Mauro Bove, Don Elsey, Joseph C. McNay, Alessandro Noseda",3 as of 03/29/2021
RGSG,2443106.0,500000000,78809862.0,0.001,,"30 N Gould Street Sheridan, WY 82801",resourcesglobalservices.com,+61 732528033,adm@resourcesglobalservices.com,Unaudited,03/31/2024 Quarterly Report,12/31,"Ashley E Walker (President, CEO), Siew Cheng Chua Ong (Secretary), Christopher H. Dieterich (Counsel), Jean-Francois Meli (Treasurer)",,1 as of 10/05/2018
RGST,622332.0,250000000,155583086.0,0.0001,,"Unit 1517, 15/F., Tower 2 Kowloon Commerce Centre 00000 Hong Kong",www.drjgroups.com,+852 37000306,info@drjgroups.com,Unaudited,03/31/2024 Quarterly Report,12/31,"Ki Kam Chan (Executive Director, Treasurer, Company Secretary), Clifford Paul Redekop (President), Sin Mei Cheung (Managing Director)",Clifford Paul Redekop,17 as of 03/31/2024
RGTLF,9318472.0,Unlimited,43851631.0,,,"295 Rokeby Road, Suite 1 Subiaco, WA 6008 Australia",argentbiopharma.com,+61 8 6555 2950,info@argentbiopharma.com,Audited,03/31/2024 Quarterly Report,6/30,"Yifat Steuer (COO), Roby Reuven Zomer (Co-Founder, CEO, Executive Director), Igor Bluvstein (CFO), Rowan Harland (Company Secretary)","Layton Mills, Daniel Robinson",60 as of 02/22/2024
RGTPQ,1200468.0,250000000,7387493.0,,08/18/2023,"1960 S. 4250 West Salt Lake City, UT 84104",www.majescogames.com,(800) 560-3983,,Audited,03/31/2023,12/31,"Jesse Sutton (CEO), Michael Vesey (CFO)",,
RGUS,423406.0,Unlimited,151216284.0,,,"7520 N. Market Street Suite 10 Spokane, WA 99217",www.radmaxtech.com,+1 509-474-1040,Info@radmaxtech.com,Unaudited,04/30/2023 Annual Report,4/30,"Paul Willard Chute (CEO, CFO), Paul L Porter (President)","Paul Willard Chute, Lynn L Petersen, Paul L Porter",6 as of 07/13/2023
RGVNF,,,,,,"1060 Alberni St. Penthouse 8 Vancouver, BC V6E 4K2 Canada",,604-669-3116,,,,,,,
RGWLS,,,,,06/02/2024,"250 Lafayette Street 2nd Floor New York, NY 10012",rallyrd.com,+1 347-952-8058,,,,12/31,,,
RGWWS,,,,,06/02/2024,"250 Lafayette Street 2nd Floor New York, NY 10012",rallyrd.com,+1 347-952-8058,,,,12/31,,,
RGXTD,7949728.0,,395508855.0,,,"C/O DLA Piper (Canada) LLP Suite 1000, 250 - 2nd Street S.W. Calgary, AB T2P 0C1 Canada",www.regenx.tech,+1 866-498-4213,info@regenx.tech,Audited,03/31/2024 Interim Financial Report,12/31,"Greg Pendura (CEO), Don Weatherbee (President), Emily Richardson (CFO)",Greg Pendura,10 as of 03/17/2023
RHARS,,,,,,,,,,Audited,,12/31,,,
RHBAF,,,,,,,,,,,,,,,
RHBTS,,,,,06/02/2024,"250 Lafayette Street 2nd Floor New York, NY 10012",rallyrd.com,+1 347-952-8058,,,,12/31,,,
RHCCF,19869527.0,Unlimited,349385029.0,100.0,,"Suite 602 - 224 4th Ave. S Saskatoon, SK S7K 5M5 Canada",royalheliumltd.com,+1 306-653-2692,davidson@royalheliumltd.com,Audited,03/31/2024 Quarterly Report,12/31,"Andrew Beau Davidson (CEO), David Thomas Young (President), Shayne Neigum (COO), Jeff Sheppard (CFO)","John Pringle, R. Campbell Becher, Samuel Kyler Hardie, Karl Kurz, Sylvain Laberge, Martin Wood",5 as of 03/05/2024
RHCGF,,,,,,Airport Business Park 92 Russley Road Christchurch 8140 New Zealand,www.rymanhealthcare.co.nz,64 3 366 4069,,Audited,,3/31,,,
RHCO,7119764.0,994500000,359584052.0,0.001,,"3301 Cable TV Tower, 9 Hoi Shing Road Tsuen Wan Hong Kong 00000 China",www.readenholdingcorp.com,+852 39505911,info@readenholdingcorp.com,Unaudited,03/31/2024 Quarterly Report,6/30,"Daniel De Weyer (Chairman of the Supervisory Board), Ridzky Halomoan Berg (CEO), A.W. Den Hartog (Accountant)","Ridzky Halomoan Berg, Brian Rogers",50 as of 08/07/2022
RHDGF,93013.0,20000000,4650651.0,0.01,,Kaya W.F.G. (Jombi) Mensing 36 Willemstad 10000 Curacao,www.retailholdings.com,+599 9 461 1299,darianela.narvaez@iqeq.com,Unaudited,12/31/2022 Annual Report,12/31,Darianela Narvaez (Administrator),,0 as of 03/31/2023
RHEPB,9572156.0,2811535,2252272.0,,06/19/2024,"1050 Crown Pointe Parkway Suite 720 Atlanta, GA 30338",regionalhealthproperties.com,(678) 869-5116,info@regionalhealthproperties.com,Audited,03/31/2024,12/31,"Brent Morrison (CEO, President, Company Secretary), Paul O'Sullivan (Senior VP)","Michael J. Fox, Kenneth S. Grossman, Steven L. Martin, Brent Morrison, Kenneth W. Taylor, David A. Tenwick",146 as of 12/31/2022
RHHBF,51035461600.0,160691000,160691000.0,,,Grenzacherstrasse 124 Basel 4070 Switzerland,www.roche.com,+41 61 688 1111,rocheirna@gene.com,Audited,12/31/2023 Annual Report,12/31,"Thomas Schinecker (CEO), Teresa Graham (CEO), Matt Sause (CEO), Alan Hippe (CFO, CIO), Cristina A. Wilbur (Chief Human Resources Officer), Claudia Bockstiegel (General Counsel), Sonya Schwab (Administrator), Bruno Eschli (Head of IR)","Severin Schwan, Andre Hoffmann, Jorg Duschmale, Claudia Sussmuth Dyckerhoff, Patrick Frost, Anita Hauser, Akiko Iwasaki, Richard Lifton, Jemilah Mahmood, Bernard Poussot, Mark Schneider","10,361 as of 12/31/2022"
RHHBY,194806585456.0,702562700,702562700.0,,,Grenzacherstrasse 124 Basel 4070 Switzerland,www.roche.com,+41 61 688 1111,rocheirna@gene.com,Audited,12/31/2023 Annual Report,12/31,"Thomas Schinecker (CEO), Teresa Graham (CEO), Matt Sause (CEO), Alan Hippe (CFO, CIO), Cristina A. Wilbur (Chief Human Resources Officer), Claudia Bockstiegel (General Counsel), Sonya Schwab (Administrator), Bruno Eschli (Head of IR)","Severin Schwan, Andre Hoffmann, Jorg Duschmale, Claudia Sussmuth Dyckerhoff, Patrick Frost, Anita Hauser, Akiko Iwasaki, Richard Lifton, Jemilah Mahmood, Bernard Poussot, Mark Schneider","10,361 as of 12/31/2022"
